Activity Type, User ID, RM ID, User OS, Viewing App, User Groups,Shared Date, Shared Time, Title of Content, Share Channel, Viewed, Time Spent in Seconds, Last Activity Date, Last Activity Time
VIEW,4931956,,WINDOWS_7,CHROME,,,,7. Negative Messages - RATE (1-10),,1,5,13-Mar-2017,10:22:16
VIEW,4931956,,WINDOWS_7,CHROME,,,,8. Presentation Delivery - SUBMIT,,1,65,13-Mar-2017,10:20:41
VIEW,4932048,,WINDOWS_10,EDGE14,,,,1. Business Basics - SUBMIT,,1,55,13-Mar-2017,10:11:40
VIEW,4932048,,WINDOWS_10,EDGE14,,,,1. Business Basics - PLAY,,1,640,13-Mar-2017,10:00:03
VIEW,4931956,,WINDOWS_7,CHROME,,,,8. Presentation Delivery - PLAY,,1,1215,13-Mar-2017,10:00:01
VIEW,4932048,,WINDOWS_10,EDGE14,,,,1. Business Basics - PLAY,,1,1180,13-Mar-2017,9:40:23
VIEW,4932048,,WINDOWS_10,EDGE14,,,,1. Business Basics - SUBMIT,,1,15,13-Mar-2017,9:39:46
VIEW,4931956,,WINDOWS_7,CHROME,,,,8. Presentation Delivery - PLAY,,1,440,13-Mar-2017,9:01:33
SHARE,4931968,2978304,,,Red River College,7-Mar-2017,19:38:45,RRC_EALN-1009 (1) Communication for Business and Finance,WEB,1,2545,13-Mar-2017,5:59:59
VIEW,4931968,,MAC_OS_X,CHROME,,,,1. Business Basics - RATE (1-10),,1,5,13-Mar-2017,5:59:30
VIEW,4931968,,MAC_OS_X,CHROME,,,,1. Business Basics - PLAY,,1,520,13-Mar-2017,5:48:46
VIEW,4931968,,MAC_OS_X,CHROME,,,,1. Business Basics - SUBMIT,,1,55,13-Mar-2017,5:48:28
VIEW,4369905,,WINDOWS_81,CHROME,,,,2. International Business - PLAY,,1,10,13-Mar-2017,4:57:00
VIEW,4369793,,WINDOWS_10,CHROME,,,,2. International Business - RATE (1-10),,1,5,13-Mar-2017,4:15:36
VIEW,4369793,,WINDOWS_10,CHROME,,,,2. International Business - SUBMIT,,1,15,13-Mar-2017,4:15:02
VIEW,4369793,,WINDOWS_10,CHROME,,,,2. International Business - PLAY,,1,845,13-Mar-2017,4:00:04
VIEW,4369793,,WINDOWS_10,CHROME,,,,2. International Business - PLAY,,1,905,13-Mar-2017,3:44:47
VIEW,4932048,,WINDOWS_10,EDGE14,,,,1. Business Basics - PLAY,,1,25,13-Mar-2017,2:58:43
VIEW,4932006,,WINDOWS_10,CHROME,,,,1. Business Basics - RATE (1-10),,1,20,13-Mar-2017,2:47:17
VIEW,4932006,,WINDOWS_10,CHROME,,,,1. Business Basics - SUBMIT,,1,60,13-Mar-2017,2:44:23
VIEW,4932006,,WINDOWS_10,CHROME,,,,1. Business Basics - PLAY,,1,310,13-Mar-2017,1:46:40
VIEW,4932048,,WINDOWS_10,EDGE14,,,,1. Business Basics - PLAY,,1,990,13-Mar-2017,1:32:14
VIEW,4932048,,WINDOWS_10,EDGE14,,,,1. Business Basics - SUBMIT,,1,5,13-Mar-2017,1:31:41
SHARE,5036665,197521,,,Client Solutions,11-Mar-2017,10:21:28,Toolwire Accounting Simulation,WEB,1,1040,11-Mar-2017,10:39:59
VIEW,5036665,,WINDOWS_10,CHROME,,,,Toolwire Accounting Simulation,,1,1040,11-Mar-2017,10:21:45
VIEW,4932020,,,,,,,1. Business Basics - RATE (1-10),,1,0,11-Mar-2017,3:35:23
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,Quick Tips - Browser,,1,5,11-Mar-2017,3:34:51
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,How to Submit Assessments,,1,70,11-Mar-2017,3:33:50
VIEW,4931985,,WINDOWS_7,CHROME,,,,1. Business Basics - PLAY,,1,40,11-Mar-2017,3:33:46
VIEW,4931985,,,,,,,5. Management Basics - RATE (1-10),,1,0,11-Mar-2017,3:33:07
VIEW,4931985,,,,,,,5. Management Basics - SUBMIT,,1,0,11-Mar-2017,3:32:10
VIEW,4932020,,,,,,,1. Business Basics - SUBMIT,,1,0,11-Mar-2017,3:31:08
VIEW,4931985,,WINDOWS_7,CHROME,,,,5. Management Basics - PLAY,,1,1070,11-Mar-2017,3:13:29
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,1. Business Basics - PLAY,,1,1755,11-Mar-2017,3:00:43
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,1. Business Basics - PLAY,,1,3285,11-Mar-2017,2:04:22
VIEW,4931985,,WINDOWS_81,CHROME,,,,5. Management Basics - PLAY,,1,1245,10-Mar-2017,21:26:29
VIEW,4931956,,,,,,,1. Business Basics - RATE (1-10),,1,0,10-Mar-2017,11:52:39
VIEW,4931956,,,,,,,1. Business Basics - SUBMIT,,1,0,10-Mar-2017,11:51:40
VIEW,4931956,,WINDOWS_7,CHROME,,,,1. Business Basics - PLAY,,1,230,10-Mar-2017,11:11:01
VIEW,4931956,,WINDOWS_7,CHROME,,,,Contact Toolwire Support -  - Available 24 x 7 x 365,,1,25,10-Mar-2017,11:08:33
VIEW,4931956,,WINDOWS_7,CHROME,,,,How to Submit Assessments,,1,55,10-Mar-2017,11:07:38
VIEW,4931956,,WINDOWS_7,CHROME,,,,Quick Tips - Browser,,1,70,10-Mar-2017,11:06:45
VIEW,4932048,,iOS8_1_IPAD,MOBILE_SAFARI,,,,9. Accounting - PLAY,,1,355,10-Mar-2017,9:00:07
VIEW,4932048,,iOS8_1_IPAD,MOBILE_SAFARI,,,,9. Accounting - PLAY,,1,790,10-Mar-2017,8:33:46
VIEW,4931985,,,,,,,2. International Business - RATE (1-10),,1,0,10-Mar-2017,5:42:20
VIEW,4931985,,,,,,,2. International Business - SUBMIT,,1,0,10-Mar-2017,5:41:59
VIEW,4931985,,,,,,,1. Business Basics - RATE (1-10),,1,0,10-Mar-2017,5:40:59
VIEW,4931985,,,,,,,1. Business Basics - SUBMIT,,1,0,10-Mar-2017,5:38:51
VIEW,4931985,,WINDOWS_7,CHROME,,,,1. Business Basics - PLAY,,1,2215,10-Mar-2017,5:00:02
VIEW,4931985,,WINDOWS_7,CHROME,,,,1. Business Basics - PLAY,,1,3430,10-Mar-2017,4:02:32
VIEW,4931992,,,,,,,1. Business Basics - RATE (1-10),,1,0,10-Mar-2017,2:41:40
VIEW,4931992,,,,,,,1. Business Basics - SUBMIT,,1,0,10-Mar-2017,2:41:21
VIEW,4931992,,WINDOWS_10,EDGE14,,,,1. Business Basics - PLAY,,1,1950,10-Mar-2017,2:07:33
SHARE,4014763,3322140,,,,5-Jan-2017,0:17:17,Westwood_Games&Society_Davis,WEB,1,48597,10-Mar-2017,1:13:59
VIEW,4014763,,WINDOWS_81,CHROME,,,,PLAY - The Power of Presentation,,1,825,10-Mar-2017,1:00:00
VIEW,4014763,,WINDOWS_81,CHROME,,,,PLAY - The Power of Presentation,,1,230,10-Mar-2017,0:56:10
VIEW,4931977,,MAC_OS_X,SAFARI9,,,,10. Finance - PLAY,,1,55,10-Mar-2017,0:14:01
VIEW,4931977,,MAC_OS_X,SAFARI9,,,,6. Operations Management - PLAY,,1,75,10-Mar-2017,0:11:10
VIEW,4931985,,WINDOWS_7,CHROME,,,,1. Business Basics - PLAY,,1,745,10-Mar-2017,0:00:03
VIEW,4931977,,MAC_OS_X,SAFARI9,,,,2. International Business - PLAY,,1,315,10-Mar-2017,0:00:01
VIEW,4931977,,MAC_OS_X,SAFARI9,,,,2. International Business - PLAY,,1,70,9-Mar-2017,23:57:41
VIEW,4931985,,WINDOWS_7,CHROME,,,,1. Business Basics - PLAY,,1,180,9-Mar-2017,23:57:03
VIEW,4931977,,MAC_OS_X,SAFARI9,,,,1. Business Basics - PLAY,,1,35,9-Mar-2017,23:55:52
SHARE,5030309,197521,,,Client Solutions,9-Mar-2017,22:48:31,Security Breach - Augusta,WEB,1,525,9-Mar-2017,23:00:00
VIEW,5030309,,WINDOWS_7,CHROME,,,,Business Foundations Topics and Objectives,,1,10,9-Mar-2017,22:59:10
VIEW,5030309,,WINDOWS_7,CHROME,,,,DEMO - Security Breach - Missions 1-3,,1,460,9-Mar-2017,22:49:55
VIEW,5030309,,WINDOWS_7,CHROME,,,,Security Breach Digital Media Desktop Video,,1,55,9-Mar-2017,22:48:44
SHARE,4014682,3322140,,,,5-Jan-2017,0:05:36,Westwood_Games&Society_Davis,WEB,1,68076,9-Mar-2017,21:23:00
VIEW,4014682,,WINDOWS_81,CHROME,,,,PLAY - The Power of Presentation,,1,150,9-Mar-2017,21:19:43
VIEW,4014682,,WINDOWS_81,CHROME,,,,PLAY - Using Research to Create a Document,,1,115,9-Mar-2017,21:14:24
SHARE,4013955,3322140,,,,4-Jan-2017,20:50:25,Westwood_Games&Society_Davis,WEB,1,47274,9-Mar-2017,19:58:00
VIEW,4013955,,WINDOWS_81,CHROME,,,,PLAY - Using Research to Create a Document,,1,155,9-Mar-2017,19:55:29
SHARE,4938966,205963,,,Toolwire Sales,9-Mar-2017,4:11:13,ECPI - Writing Games & Communication Simulations,WEB,0,0,9-Mar-2017,4:11:13
VIEW,4938392,,,,,,,Interviewing - SUBMIT,,1,0,9-Mar-2017,2:23:44
SHARE,4938508,205963,,,Toolwire Sales,9-Mar-2017,2:17:38,ECPI - Writing Games & Communication Simulations,WEB,0,0,9-Mar-2017,2:17:38
SHARE,4938392,3500356,,,,9-Mar-2017,2:03:37,Overview (PDF),WEB,1,45,9-Mar-2017,2:05:59
VIEW,4938392,,WINDOWS_10,FIREFOX48,,,,Interviewing - PLAY,,1,1050,9-Mar-2017,2:05:04
VIEW,4938392,,WINDOWS_10,FIREFOX48,,,,Overview (PDF),,1,45,9-Mar-2017,2:03:44
VIEW,229551,,WINDOWS_10,CHROME,,,,Toolwire Business Simulations - Research Report - Fall 2016,,1,30,9-Mar-2017,1:10:44
SHARE,229551,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",8-Mar-2017,23:58:20,Toolwire Business Simulations - Research Report - Fall 2016,WEB,1,60,8-Mar-2017,23:58:20
VIEW,197521,,WINDOWS_10,CHROME,,,,PDF - 1-Page Overview,,1,10,8-Mar-2017,23:26:24
SHARE,4937529,205963,,,Toolwire Sales,8-Mar-2017,22:53:49,ECPI - Writing Games & Communication Simulations,WEB,0,0,8-Mar-2017,22:53:49
VIEW,197521,,WINDOWS_10,CHROME,,,,PDF - 1-Page Overview,,1,125,8-Mar-2017,22:41:55
VIEW,229551,,WINDOWS_10,CHROME,,,,Toolwire Business Simulations - Research Report - Fall 2016,,1,30,8-Mar-2017,20:11:03
VIEW,229551,,WINDOWS_10,CHROME,,,,Toolwire Product Catalog,,1,35,8-Mar-2017,20:10:18
VIEW,4931985,,WINDOWS_7,CHROME,,,,PREVIEW VIDEO (3:32),,1,225,8-Mar-2017,6:13:01
VIEW,4931985,,WINDOWS_7,CHROME,,,,Quick Tips - Browser,,1,30,8-Mar-2017,6:11:15
VIEW,4931985,,,,,,,1. Business Basics - RATE (1-10),,1,0,8-Mar-2017,6:10:08
VIEW,4931977,,MAC_OS_X,SAFARI9,,,,1. Business Basics - PLAY,,1,35,8-Mar-2017,5:28:21
VIEW,197521,,WINDOWS_10,CHROME,,,,PDF - Topics and Learning Objectives,,1,5,8-Mar-2017,5:19:01
VIEW,197521,,WINDOWS_10,CHROME,,,,PDF - Topics and Learning Objectives,,1,975,8-Mar-2017,3:09:39
VIEW,197521,,WINDOWS_10,CHROME,,,,Catalog - Topics and Learning Objectives,,1,60,8-Mar-2017,3:08:17
VIEW,4932020,,WINDOWS_XP,CHROME49,,,,1. Business Basics - PLAY,,1,1515,8-Mar-2017,3:00:03
VIEW,4932020,,WINDOWS_XP,FIREFOX34,,,,1. Business Basics - PLAY,,1,715,8-Mar-2017,2:44:31
VIEW,4014682,,WINDOWS_81,CHROME,,,,PLAY - Information and Its Source: Embrace or Reject?,,1,25,8-Mar-2017,2:18:59
VIEW,4014682,,WINDOWS_81,CHROME,,,,PLAY - Resumes and Cover Letters,,1,605,8-Mar-2017,2:07:38
VIEW,4931977,,MAC_OS_X,SAFARI9,,,,1. Business Basics - PLAY,,1,1185,8-Mar-2017,1:00:05
VIEW,4931977,,MAC_OS_X,SAFARI9,,,,1. Business Basics - PLAY,,1,110,8-Mar-2017,0:56:25
VIEW,4931977,,MAC_OS_X,SAFARI9,,,,PREVIEW VIDEO (3:32),,1,175,8-Mar-2017,0:51:20
VIEW,4931977,,MAC_OS_X,SAFARI9,,,,How to Submit Assessments,,1,5,8-Mar-2017,0:51:11
VIEW,4931977,,MAC_OS_X,SAFARI9,,,,Quick Tips - Browser,,1,25,8-Mar-2017,0:50:29
VIEW,4931985,,,,,,,1. Business Basics - SUBMIT,,1,0,7-Mar-2017,20:25:54
VIEW,4931985,,WINDOWS_81,CHROME,,,,Quick Tips - Browser,,1,5,7-Mar-2017,20:25:20
VIEW,4931962,,WINDOWS_81,CHROME,,,,1. Business Basics - PLAY,,1,935,7-Mar-2017,20:05:11
VIEW,4932048,,WINDOWS_81,CHROME,,,,1. Business Basics - PLAY,,1,240,7-Mar-2017,20:04:41
VIEW,4932048,,WINDOWS_81,CHROME,,,,9. Accounting - PLAY,,1,150,7-Mar-2017,20:01:49
VIEW,4931985,,WINDOWS_81,CHROME,,,,1. Business Basics - PLAY,,1,1505,7-Mar-2017,20:00:04
VIEW,4932020,,WINDOWS_81,CHROME,,,,1. Business Basics - PLAY,,1,5,7-Mar-2017,20:00:01
VIEW,4931992,,WINDOWS_81,IE11,,,,1. Business Basics - PLAY,,1,1280,7-Mar-2017,20:00:01
VIEW,4931977,,WINDOWS_81,CHROME,,,,1. Business Basics - PLAY,,1,1215,7-Mar-2017,20:00:00
VIEW,4932006,,WINDOWS_81,CHROME,,,,1. Business Basics - PLAY,,1,1255,7-Mar-2017,20:00:00
VIEW,4931968,,WINDOWS_81,CHROME,,,,1. Business Basics - PLAY,,1,1305,7-Mar-2017,20:00:00
VIEW,4931956,,WINDOWS_81,CHROME,,,,1. Business Basics - PLAY,,1,1245,7-Mar-2017,20:00:00
VIEW,3371711,,WINDOWS_10,CHROME,,,,Planning and Writing,,1,185,7-Mar-2017,19:55:01
VIEW,4932020,,WINDOWS_81,CHROME,,,,1. Business Basics - PLAY,,1,340,7-Mar-2017,19:54:20
VIEW,4369889,,,,,,,9. Accounting - RATE (1-10),,1,0,7-Mar-2017,19:53:30
VIEW,4369889,,,,,,,9. Accounting - SUBMIT,,1,0,7-Mar-2017,19:52:25
VIEW,4931962,,WINDOWS_81,CHROME,,,,1. Planning and Writing - PLAY,,1,360,7-Mar-2017,19:52:19
VIEW,4931977,,WINDOWS_81,CHROME,,,,1. Business Basics - PLAY,,1,475,7-Mar-2017,19:52:05
VIEW,4931992,,WINDOWS_81,IE11,,,,1. Business Basics - PLAY,,1,595,7-Mar-2017,19:50:05
VIEW,4932006,,WINDOWS_81,CHROME,,,,1. Business Basics - PLAY,,1,605,7-Mar-2017,19:49:55
VIEW,4931968,,WINDOWS_81,CHROME,,,,1. Business Basics - PLAY,,1,630,7-Mar-2017,19:49:30
VIEW,4931956,,WINDOWS_81,CHROME,,,,1. Business Basics - PLAY,,1,650,7-Mar-2017,19:49:10
VIEW,4931985,,WINDOWS_81,CHROME,,,,1. Business Basics - PLAY,,1,675,7-Mar-2017,19:48:49
VIEW,4931985,,WINDOWS_81,CHROME,,,,Quick Tips - Browser,,1,5,7-Mar-2017,19:47:12
SHARE,2978304,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",4-Oct-2016,0:23:35,RRC_EALN-1009 (1) Communication for Business and Finance,WEB,1,8289,7-Mar-2017,19:46:59
VIEW,4931962,,WINDOWS_81,IE11,,,,Quick Tips - Browser,,1,55,7-Mar-2017,19:45:46
VIEW,2978304,,WINDOWS_81,CHROME,,,,Contact Toolwire Support -  - Available 24 x 7 x 365,,1,40,7-Mar-2017,19:45:29
VIEW,4931968,,WINDOWS_81,CHROME,,,,How to Submit Assessments,,1,30,7-Mar-2017,19:43:40
VIEW,2978304,,WINDOWS_81,CHROME,,,,How to Submit Assessments,,1,10,7-Mar-2017,19:43:32
VIEW,2978304,,WINDOWS_81,CHROME,,,,PREVIEW VIDEO (3:32),,1,120,7-Mar-2017,19:38:54
VIEW,4369889,,WINDOWS_7,CHROME28,,,,9. Accounting - PLAY,,1,310,7-Mar-2017,19:00:09
VIEW,4369889,,WINDOWS_7,CHROME28,,,,9. Accounting - PLAY,,1,150,7-Mar-2017,18:56:56
VIEW,4369905,,,,,,,9. Accounting - RATE (1-10),,1,0,7-Mar-2017,10:12:48
VIEW,4369905,,,,,,,9. Accounting - SUBMIT,,1,0,7-Mar-2017,10:12:09
VIEW,4369905,,WINDOWS_10,CHROME,,,,9. Accounting - PLAY,,1,640,7-Mar-2017,9:40:35
VIEW,2978304,,,,,,,9. Accounting - PLAY,,1,0,6-Mar-2017,22:00:01
VIEW,2978304,,,,,,,9. Accounting - PLAY,,1,0,6-Mar-2017,21:47:07
VIEW,2978304,,,,,,,1. Business Basics - PLAY,,1,0,6-Mar-2017,21:26:14
VIEW,4369793,,,,,,,9. Accounting - RATE (1-10),,1,0,6-Mar-2017,8:42:51
VIEW,4369793,,,,,,,9. Accounting - SUBMIT,,1,0,6-Mar-2017,8:42:17
VIEW,4369793,,WINDOWS_10,CHROME,,,,9. Accounting - PLAY,,1,1025,6-Mar-2017,8:24:27
VIEW,4369905,,WINDOWS_81,CHROME,,,,9. Accounting - PLAY,,1,15,6-Mar-2017,6:06:09
VIEW,4379907,,,,,,,9. Resumes and Cover Letters - RATE (1-10),,1,0,6-Mar-2017,5:16:47
VIEW,4379907,,,,,,,9. Resumes and Cover Letters - SUBMIT,,1,0,6-Mar-2017,5:16:32
VIEW,4379907,,WINDOWS_10,CHROME,,,,9. Resumes and Cover Letters - PLAY,,1,975,6-Mar-2017,5:00:02
VIEW,4379907,,WINDOWS_10,CHROME,,,,9. Resumes and Cover Letters - PLAY,,1,15,6-Mar-2017,4:59:47
VIEW,4379907,,,,,,,10. Interviewing - RATE (1-10),,1,0,6-Mar-2017,4:59:22
VIEW,4379907,,,,,,,10. Interviewing - SUBMIT,,1,0,6-Mar-2017,4:59:08
VIEW,4379907,,WINDOWS_10,CHROME,,,,10. Interviewing - PLAY,,1,15,6-Mar-2017,4:39:10
VIEW,4369857,,,,,,,2. International Business - RATE (1-10),,1,0,6-Mar-2017,4:26:51
VIEW,4369857,,,,,,,2. International Business - SUBMIT,,1,0,6-Mar-2017,4:26:39
VIEW,4369857,,WINDOWS_10,CHROME,,,,2. International Business - PLAY,,1,1355,6-Mar-2017,4:00:04
VIEW,4369857,,WINDOWS_10,CHROME,,,,2. International Business - PLAY,,1,2765,6-Mar-2017,3:13:58
VIEW,4379907,,WINDOWS_10,CHROME,,,,9. Resumes and Cover Letters - PLAY,,1,315,5-Mar-2017,10:38:47
VIEW,4379907,,,,,,,2. International Business - RATE (1-10),,1,0,5-Mar-2017,10:34:09
VIEW,4379907,,,,,,,2. International Business - SUBMIT,,1,0,5-Mar-2017,10:33:53
VIEW,4369925,,,,,,,9. Accounting - RATE (1-10),,1,0,5-Mar-2017,10:16:46
VIEW,4369925,,,,,,,9. Accounting - SUBMIT,,1,0,5-Mar-2017,10:15:23
VIEW,4379907,,WINDOWS_10,CHROME,,,,2. International Business - PLAY,,1,1480,5-Mar-2017,10:08:53
VIEW,4369925,,MAC_OS_X,CHROME,,,,9. Accounting - PLAY,,1,1310,5-Mar-2017,10:04:58
VIEW,4379907,,,,,,,9. Accounting - RATE (1-10),,1,0,5-Mar-2017,9:56:52
VIEW,4379907,,,,,,,9. Accounting - SUBMIT,,1,0,5-Mar-2017,9:56:32
VIEW,4379907,,WINDOWS_10,CHROME,,,,9. Accounting - PLAY,,1,1350,5-Mar-2017,9:33:33
VIEW,4379907,,,,,,,5. Persuasion - RATE (1-10),,1,0,5-Mar-2017,9:32:19
VIEW,4379907,,,,,,,5. Persuasion - SUBMIT,,1,0,5-Mar-2017,9:32:00
VIEW,4369925,,MAC_OS_X,CHROME,,,,9. Accounting - PLAY,,1,215,5-Mar-2017,9:29:56
VIEW,4379907,,WINDOWS_10,CHROME,,,,5. Persuasion - PLAY,,1,1010,5-Mar-2017,9:14:57
VIEW,4379907,,WINDOWS_10,CHROME,,,,8. Presentation Delivery - PLAY,,1,140,5-Mar-2017,9:11:49
VIEW,4379907,,,,,,,5. Management Basics - RATE (1-10),,1,0,5-Mar-2017,9:10:20
VIEW,4379907,,,,,,,5. Management Basics - SUBMIT,,1,0,5-Mar-2017,9:09:51
VIEW,4379907,,WINDOWS_10,CHROME,,,,5. Management Basics - PLAY,,1,570,5-Mar-2017,9:00:04
VIEW,4379907,,WINDOWS_10,CHROME,,,,5. Management Basics - PLAY,,1,135,5-Mar-2017,8:57:49
VIEW,4379907,,,,,,,4. Small Business and Entrepreneurship - RATE (1-10),,1,0,5-Mar-2017,8:56:07
VIEW,4379907,,,,,,,4. Small Business and Entrepreneurship - SUBMIT,,1,0,5-Mar-2017,8:54:39
VIEW,4379907,,WINDOWS_10,CHROME,,,,4. Small Business and Entrepreneurship - PLAY,,1,1590,5-Mar-2017,8:26:33
VIEW,4369882,,,,,,,9. Accounting - RATE (1-10),,1,0,5-Mar-2017,7:13:22
VIEW,4369882,,,,,,,9. Accounting - SUBMIT,,1,0,5-Mar-2017,7:13:03
VIEW,4369882,,WINDOWS_10,CHROME,,,,9. Accounting - PLAY,,1,420,5-Mar-2017,7:00:03
VIEW,4369882,,WINDOWS_10,CHROME,,,,9. Accounting - PLAY,,1,1540,5-Mar-2017,6:33:45
VIEW,4369851,,,,,,,9. Accounting - RATE (1-10),,1,0,5-Mar-2017,4:13:38
VIEW,4369851,,,,,,,9. Accounting - SUBMIT,,1,0,5-Mar-2017,4:13:12
VIEW,4369851,,WINDOWS_10,CHROME49,,,,9. Accounting - PLAY,,1,130,5-Mar-2017,4:00:00
VIEW,4369851,,WINDOWS_10,CHROME49,,,,9. Accounting - PLAY,,1,930,5-Mar-2017,3:44:22
VIEW,4369851,,WINDOWS_10,CHROME49,,,,5. Persuasion - PLAY,,1,685,5-Mar-2017,3:31:53
VIEW,4369851,,,,,,,5. Management Basics - RATE (1-10),,1,0,5-Mar-2017,3:31:05
VIEW,4369851,,,,,,,5. Management Basics - SUBMIT,,1,0,5-Mar-2017,3:30:39
VIEW,4369851,,WINDOWS_10,CHROME49,,,,5. Management Basics - PLAY,,1,870,5-Mar-2017,3:14:06
VIEW,4369811,,WINDOWS_7,CHROME,,,,2. International Business - PLAY,,1,150,5-Mar-2017,2:40:46
VIEW,4369811,,WINDOWS_7,CHROME,,,,Quick Tips - Browser,,1,10,5-Mar-2017,2:40:27
SHARE,4920168,197521,,,Client Solutions,4-Mar-2017,2:36:01,Security Breach - Augusta,WEB,1,90,4-Mar-2017,2:38:59
VIEW,4920168,,WINDOWS_10,EDGE13,,,,DEMO - Security Breach - Missions 1-3,,1,85,4-Mar-2017,2:37:10
VIEW,4920168,,WINDOWS_10,EDGE13,,,,Security Breach Digital Media Desktop Video,,1,5,4-Mar-2017,2:36:38
VIEW,228993,,MAC_OS_X,CHROME,,,,Faculty Guide - TW Learning Portal,,1,5,3-Mar-2017,23:37:37
VIEW,228993,,MAC_OS_X,CHROME,,,,How to Create a Student Link,,1,10,3-Mar-2017,23:37:23
VIEW,228993,,MAC_OS_X,CHROME,,,,System Requirements,,1,5,3-Mar-2017,23:36:54
VIEW,228993,,MAC_OS_X,CHROME,,,,Browser Quick Tips,,1,10,3-Mar-2017,23:36:25
VIEW,228993,,MAC_OS_X,CHROME,,,,Learning Portal Overview,,1,30,3-Mar-2017,23:35:41
SHARE,4919758,197521,,,Client Solutions,3-Mar-2017,22:09:39,Security Breach - Augusta,WEB,0,0,3-Mar-2017,22:09:39
SHARE,4919571,197521,,,Client Solutions,3-Mar-2017,20:30:42,Statistics LiveLabs,WEB,0,0,3-Mar-2017,20:30:42
VIEW,4369839,,,,,,,4. Small Business and Entrepreneurship - RATE (1-10),,1,0,3-Mar-2017,10:30:07
VIEW,4369839,,,,,,,4. Small Business and Entrepreneurship - SUBMIT,,1,0,3-Mar-2017,10:29:44
SHARE,4647485,205963,,,Toolwire Sales,15-Feb-2017,0:23:13,Environmental Science GameScape,WEB,1,25,3-Mar-2017,10:15:59
VIEW,4647485,,WINDOWS_7,CHROME,,,,Video: Overview,,1,5,3-Mar-2017,10:15:42
VIEW,4647485,,WINDOWS_7,CHROME,,,,Sample Syllabus,,1,20,3-Mar-2017,10:14:49
VIEW,4369839,,MAC_OS_X,CHROME,,,,4. Small Business and Entrepreneurship - PLAY,,1,45,3-Mar-2017,10:00:01
VIEW,4369911,,,,,,,9. Accounting - RATE (1-10),,1,0,3-Mar-2017,9:59:27
VIEW,4369911,,,,,,,9. Accounting - SUBMIT,,1,0,3-Mar-2017,9:57:42
VIEW,4369839,,MAC_OS_X,CHROME,,,,4. Small Business and Entrepreneurship - PLAY,,1,230,3-Mar-2017,9:56:13
VIEW,228993,,MAC_OS_X,CHROME,,,,Topics / Learning Objectives,,1,5,3-Mar-2017,9:43:47
VIEW,228993,,MAC_OS_X,CHROME,,,,Topics / Learning Objectives,,1,20,3-Mar-2017,9:43:18
VIEW,4369911,,WINDOWS_10,CHROME,,,,9. Accounting - PLAY,,1,1900,3-Mar-2017,9:00:00
VIEW,4369911,,WINDOWS_10,CHROME,,,,9. Accounting - PLAY,,1,1255,3-Mar-2017,8:38:51
VIEW,4369911,,,,,,,8. Presentation Delivery - RATE (1-10),,1,0,3-Mar-2017,8:35:46
VIEW,4369911,,WINDOWS_10,CHROME,,,,5. Management Basics - PLAY,,1,25,3-Mar-2017,8:34:14
VIEW,228993,,MAC_OS_X,SAFARI,,,,PLAY - Recording (41:06),,1,10,3-Mar-2017,5:05:56
VIEW,228993,,MAC_OS_X,CHROME,,,,PLAY - Recording (41:06),,1,5,3-Mar-2017,4:49:43
VIEW,197521,,WINDOWS_10,CHROME,,,,Business Communication Video (3:32),,1,5,3-Mar-2017,3:02:18
VIEW,197521,,WINDOWS_10,CHROME,,,,Business Foundations Topics and Objectives,,1,5,3-Mar-2017,3:02:02
VIEW,197521,,WINDOWS_10,CHROME,,,,DEMO - Security Breach - Missions 1-3,,1,40,3-Mar-2017,3:00:49
VIEW,197521,,WINDOWS_10,CHROME,,,,Security Breach Digital Media Desktop Video,,1,35,3-Mar-2017,3:00:04
VIEW,197521,,WINDOWS_10,CHROME,,,,Security Breach Digital Media Desktop Video,,1,60,3-Mar-2017,2:59:04
VIEW,197521,,WINDOWS_10,CHROME,,,,Business Foundations Topics and Objectives,,1,5,3-Mar-2017,2:51:49
VIEW,197521,,WINDOWS_10,CHROME,,,,DEMO - Mission 1: Identify the Breach,,1,15,3-Mar-2017,2:21:13
VIEW,229551,,WINDOWS_10,CHROME,,,,"1 He Said, She Said",,1,85,3-Mar-2017,0:40:28
VIEW,229551,,WINDOWS_10,CHROME,,,,DEMO - Writing Basics: Getting Started,,1,2425,2-Mar-2017,19:04:56
VIEW,229551,,WINDOWS_10,CHROME,,,,Catalog and Learning Objectives,,1,70,2-Mar-2017,19:03:14
VIEW,229551,,WINDOWS_10,CHROME,,,,Product Sheet (1-pager),,1,10,2-Mar-2017,19:02:49
SHARE,256504,197521,,,Client Solutions,2-Mar-2017,18:28:34,DEMO - Security Breach,WEB,1,8336,2-Mar-2017,18:28:34
SHARE,4912136,229551,,,"Cengage,Advanced,stage 1,Toolwire Sales",2-Mar-2017,13:23:44,Cognizant QA2QE Transformation Program - Core Java Pilot,WEB,0,0,2-Mar-2017,13:23:44
VIEW,4379907,,WINDOWS_10,CHROME,,,,4. Small Business and Entrepreneurship - PLAY,,1,490,2-Mar-2017,11:08:26
