Activity Type, User ID, RM ID, User OS, User OS Share, Viewing App, Viewing App Version, User Groups,Shared Date, Shared Time, Title of Content, Share Channel, Viewed, Time Spent in Seconds, Last Activity Date, Last Activity Time,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,15,17-May-2017,23:30:11,,
SHARE,3354679,2834196,,WEB,,,,12-Nov-2016,5:58:08,Get the Power Devon Cochenour,WEB,1,183,17-May-2017,23:12:00,,
VIEW,3354679,,WINDOWS_10,WINDOWS_10,IE11,,,,,"Cochenour, Devon 6.09KW Preliminary Bid Proposal.pdf",,1,60,17-May-2017,23:10:07,,
VIEW,3354679,,WINDOWS_10,WINDOWS_10,IE11,,,,,Making a difference with solar,,1,20,17-May-2017,23:09:45,,
VIEW,3354679,,WINDOWS_10,WINDOWS_10,IE11,,,,,Choosing a contractor,,1,20,17-May-2017,23:09:20,,
VIEW,3354679,,WINDOWS_10,WINDOWS_10,IE11,,,,,Federal energy tax credit,,1,15,17-May-2017,23:09:02,,
VIEW,3354679,,WINDOWS_10,WINDOWS_10,IE11,,,,,Oregon renewable energy tax credit,,1,10,17-May-2017,23:08:51,,
VIEW,3354679,,WINDOWS_10,WINDOWS_10,IE11,,,,,Energy Trust funding status for Pacific Power customers,,1,20,17-May-2017,23:08:26,,
VIEW,3354679,,WINDOWS_10,WINDOWS_10,IE11,,,,,Pacific Power Net Metering,,1,20,17-May-2017,23:07:57,,
SHARE,5350350,2834196,,WEB,,,,17-May-2017,7:20:05,Solar Blueprint Jean-Marc Roch,WEB,1,75,17-May-2017,7:20:05,,
SHARE,4093679,2622013,,WEB,,,,9-May-2017,2:45:20,Get the power Rhianna Kunkler,WEB,1,575,17-May-2017,5:23:00,,
SHARE,4093679,2622013,,WEB,,,,9-May-2017,2:04:55,Get the power Rhianna Kunkler,WEB,1,575,17-May-2017,5:23:00,,
SHARE,4093679,2834196,,WEB,,,,20-Jan-2017,4:09:49,Get the power Rhianna Kunkler,WEB,1,575,17-May-2017,5:23:00,,
VIEW,4093679,,MAC_OS_X,MAC_OS_X,CHROME,,,,,Kunkler 5.6kW Preliminary Estimate..pdf,,1,285,17-May-2017,5:12:35,,
VIEW,3127683,,ANDROID6,ANDROID6,CHROME_MOBILE,,,,,"Wismer, Nathan 6.96KW Preliminary Estimate.pdf",,1,45,17-May-2017,2:31:09,,
VIEW,3354679,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Cochenour, Devon 6.09KW Preliminary Bid Proposal.pdf",,1,10,16-May-2017,23:35:23,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Gale, Dakota Prelim Roof Layout.png",,1,5,16-May-2017,21:40:22,,
VIEW,3127683,,ANDROID6,ANDROID6,CHROME_MOBILE,,,,,"Wismer, Nathan 7.54KW Preliminary Estimate.pdf",,1,170,16-May-2017,20:10:38,,
VIEW,3127683,,ANDROID6,ANDROID6,CHROME_MOBILE,,,,,"Wismer, Nathan 6.96KW Preliminary Estimate.pdf",,1,145,16-May-2017,20:10:11,,
VIEW,3127683,,ANDROID6,ANDROID6,CHROME_MOBILE,,,,,"Wismer, Nathan 6.96KW Preliminary Estimate.pdf",,1,120,16-May-2017,7:11:42,,
VIEW,5255454,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Gale, Dakota 4.48KW Preliminary Bid Proposal.pdf",,1,50,16-May-2017,6:43:54,,
VIEW,5255454,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Gale, Dakota Prelim Roof Layout.png",,1,25,16-May-2017,6:43:15,,
VIEW,3127683,,ANDROID6,ANDROID6,CHROME_MOBILE,,,,,Energy Trust funding status for Pacific Power customers,,1,115,16-May-2017,6:04:38,,
VIEW,3127683,,ANDROID6,ANDROID6,CHROME_MOBILE,,,,,"Wismer, Nathan 7.54KW Preliminary Estimate.pdf",,1,5,16-May-2017,6:04:28,,
VIEW,3127683,,ANDROID6,ANDROID6,CHROME_MOBILE,,,,,"Wismer, Nathan 6.96KW Preliminary Estimate.pdf",,1,15,16-May-2017,6:04:11,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Wismer, Nathan 7.54KW Preliminary Estimate.pdf",,1,5,16-May-2017,5:47:18,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Wismer, Nathan 6.96KW Preliminary Estimate.pdf",,1,10,16-May-2017,5:47:06,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Preliminary Estimate 4.35KW,,1,5,16-May-2017,5:22:29,,
SHARE,3014514,2834196,,WEB,,,,16-May-2017,4:42:23,Solar Blueprint Jacob Johnson,WEB,0,0,16-May-2017,4:42:23,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Johnson, Jacob 12.18KW Bid Proposal.pdf",,1,15,16-May-2017,4:41:34,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Preliminary Estimate 4.35KW,,1,130,16-May-2017,4:21:26,,
SHARE,3768673,2834196,,WEB,,,,16-May-2017,3:11:24,Solar Blueprint Jim Wells,WEB,1,465,16-May-2017,3:46:00,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Choosing a contractor,,1,50,16-May-2017,3:41:54,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,E2 Solar phone meeting,,1,5,16-May-2017,3:39:36,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,SolarEdge performance under shaded conditions,,1,5,16-May-2017,3:39:26,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,SolarEdge performance monitoring,,1,5,16-May-2017,3:39:13,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Federal energy tax credit,,1,40,16-May-2017,3:38:58,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Oregon renewable energy tax credit,,1,35,16-May-2017,3:38:35,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Thompson, Barb 4.76KW Preliminary Estimate.pdf",,1,5,16-May-2017,3:36:36,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Energy Trust funding status for Pacific Power customers,,1,125,16-May-2017,3:36:36,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Pacific Power Net Metering,,1,15,16-May-2017,3:36:25,,
VIEW,3768673,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Wells, Jim 6.16KW Bid Proposal.pdf",,1,185,16-May-2017,3:36:04,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Thompson, Barb Prelim Roof Layout.png",,1,25,16-May-2017,3:19:46,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Wells, Jim 6.16KW Bid Proposal.pdf",,1,20,16-May-2017,3:10:14,,
SHARE,5091799,2834196,,WEB,,,,28-Mar-2017,23:45:46,Get the Power Aaron Jones,WEB,1,651,16-May-2017,3:09:00,,
VIEW,5091799,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Choosing a contractor,,1,35,16-May-2017,3:07:48,,
VIEW,5091799,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Federal energy tax credit,,1,10,16-May-2017,3:07:35,,
VIEW,5091799,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Oregon renewable energy tax credit,,1,25,16-May-2017,3:07:08,,
VIEW,5091799,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Energy Trust funding status for Pacific Power customers,,1,5,16-May-2017,3:06:58,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Thompson, Barb Prelim Roof Layout.png",,1,10,16-May-2017,2:00:37,,
SHARE,2637375,2834196,,WEB,,,,16-May-2017,1:43:33,Welcome the sun into your home Richard Michell,WEB,1,185,16-May-2017,1:43:33,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Michell, Richard Prelim Roof Layout.png",,1,5,16-May-2017,1:42:47,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Estimate the benefits of solar,,1,40,15-May-2017,23:33:49,,
VIEW,2733491,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,"Grischow, Dawn 4.64KW Bid Proposal.pdf",,1,5,15-May-2017,21:52:53,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Thompson, Barb Prelim Roof Layout.png",,1,10,15-May-2017,21:47:21,,
VIEW,2733491,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,"Grischow, Dawn 4.64KW Bid Proposal.pdf",,1,160,15-May-2017,19:34:29,,
VIEW,2733491,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,E2 Solar phone meeting,,1,35,15-May-2017,19:33:00,,
VIEW,2733491,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Federal energy tax credit,,1,50,15-May-2017,19:31:59,,
VIEW,2733491,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Oregon renewable energy tax credit,,1,55,15-May-2017,19:30:55,,
VIEW,2733491,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Energy Trust funding status for Pacific Power customers,,1,120,15-May-2017,19:28:22,,
VIEW,2733491,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Solar net metering schedule,,1,120,15-May-2017,19:25:12,,
VIEW,5346885,,MAC_OS_X,MAC_OS_X,SAFARI9,,,,,Upload Utility Bill,,1,5,15-May-2017,9:43:31,,
VIEW,5346885,,MAC_OS_X,MAC_OS_X,SAFARI9,,,,,"Thompson, Barb Prelim Roof Layout.png",,1,65,15-May-2017,9:42:15,,
VIEW,5346885,,MAC_OS_X,MAC_OS_X,SAFARI9,,,,,Your solar interest - form,,1,55,15-May-2017,9:41:05,,
VIEW,5326891,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,"Garland, Susan 4.48KW Preliminary Bid Proposal.pdf",,1,10,15-May-2017,1:29:45,,
VIEW,5295095,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,Oregon renewable energy tax credit,,1,225,14-May-2017,21:16:39,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Anderson, Lynn Prelim Roof Layout.png",,1,5,14-May-2017,0:20:34,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Jeter, Ty 5.04KW Preliminary Bid Proposal.pdf",,1,25,14-May-2017,0:01:11,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Carothers, Sean Prelim Roof Layout.png",,1,10,13-May-2017,23:53:27,,
VIEW,5350350,,MAC_OS_X,MAC_OS_X,FIREFOX,,,,,Choosing a contractor,,1,15,13-May-2017,8:39:42,,
VIEW,5350350,,MAC_OS_X,MAC_OS_X,FIREFOX,,,,,Pacific Power Net Metering,,1,10,13-May-2017,8:39:01,,
SHARE,3354679,2834196,,WEB,,,,13-May-2017,8:02:02,Get the Power Devon Cochenour,WEB,1,183,13-May-2017,8:02:02,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Cochenour, Devon 6.09KW Preliminary Bid Proposal.pdf",,1,5,13-May-2017,8:01:39,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Bull, Jim Prelim Roof Layout.png",,1,35,13-May-2017,3:28:25,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Matthews, Sue 5.04KW Preliminary Bid Proposal.pdf",,1,20,13-May-2017,3:27:27,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Campbell, Sara Prelim Roof Layout for Home.png",,1,5,13-May-2017,3:23:01,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Kirkman, Tim Prelim Roof Layout.png",,1,15,13-May-2017,3:20:18,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Adams, Rick Prelim Roof Layout.png",,1,10,13-May-2017,3:18:12,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Toney, Dennette.png",,1,20,13-May-2017,3:16:01,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"McNama, James Prelim Roof Layout.png",,1,10,13-May-2017,3:13:12,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Preliminary Estimate 4.64KW,,1,30,13-May-2017,3:07:36,,
VIEW,2733491,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,E2 Solar phone meeting,,1,20,13-May-2017,3:00:34,,
VIEW,2733491,,MAC_OS_X_IPAD,MAC_OS_X_IPAD,MOBILE_SAFARI,,,,,"Grischow, Dawn 4.64KW Bid Proposal.pdf",,1,110,13-May-2017,3:00:04,,
VIEW,2733491,,,WEB,,,,,,"Grischow, Dawn 4.64KW Bid Proposal.pdf",,1,0,13-May-2017,2:59:59,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Estimate the benefits of solar,,1,10,13-May-2017,2:39:01,,
SHARE,2733491,2834196,,WEB,,,,13-May-2017,1:51:52,Solar Blueprint Dawn Grischow,WEB,1,555,13-May-2017,1:51:52,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Grischow, Dawn 4.64KW Bid Proposal.pdf",,1,15,13-May-2017,1:51:27,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Listing of tax credit certified technicians,,1,10,13-May-2017,1:26:27,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Choosing a contractor,,1,35,12-May-2017,23:11:03,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Solar net metering schedule,,1,15,12-May-2017,23:10:55,,
VIEW,5350350,,MAC_OS_X,MAC_OS_X,FIREFOX,,,,,Federal energy tax credit,,1,20,12-May-2017,23:04:51,,
VIEW,5350350,,MAC_OS_X,MAC_OS_X,FIREFOX,,,,,Oregon renewable energy tax credit,,1,15,12-May-2017,23:03:06,,
VIEW,5350350,,MAC_OS_X,MAC_OS_X,FIREFOX,,,,,Energy Trust funding status for Pacific Power customers,,1,15,12-May-2017,23:02:24,,
VIEW,5350350,,MAC_OS_X,MAC_OS_X,FIREFOX,,,,,"Roch, Jean -Marc 6.38KW Preliminary Bid Proposal.pdf",,1,5,12-May-2017,23:02:18,,
VIEW,5350350,,MAC_OS_X,MAC_OS_X,FIREFOX,,,,,Your comments:,,1,5,12-May-2017,23:02:12,,
VIEW,5350350,,MAC_OS_X,MAC_OS_X,FIREFOX,,,,,Your solar interest - form,,1,30,12-May-2017,23:00:11,,
VIEW,5350350,,MAC_OS_X,MAC_OS_X,FIREFOX,,,,,Upload Utility Bill,,1,95,12-May-2017,23:00:05,,
VIEW,5350350,,MAC_OS_X,MAC_OS_X,FIREFOX,,,,,Upload Utility Bill,,1,150,12-May-2017,22:55:46,,
VIEW,5350350,,MAC_OS_X,MAC_OS_X,FIREFOX,,,,,"Roch, Jean -Marc 6.38KW Preliminary Bid Proposal.pdf",,1,30,12-May-2017,22:54:22,,
VIEW,5350350,,MAC_OS_X,MAC_OS_X,FIREFOX,,,,,Your solar interest - form,,1,70,12-May-2017,22:53:59,,
SHARE,5350350,2834196,,WEB,,,,12-May-2017,22:11:45,Welcome the sun into your home Jean-Marc Roch,WEB,1,435,12-May-2017,22:11:45,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Roch, Jean -Marc 6.38KW Preliminary Bid Proposal.pdf",,1,5,12-May-2017,22:11:24,,
SHARE,5350271,2834196,,WEB,,,,12-May-2017,21:45:59,Welcome the sun into your home Michael Plapp,WEB,0,0,12-May-2017,21:45:59,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Acarregui 8.12kW SolarEdge Preliminary Estimate .pdf,,1,10,12-May-2017,5:17:00,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,10,12-May-2017,5:14:09,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Acarregui 8.12kW SolarEdge Preliminary Estimate .pdf,,1,45,12-May-2017,4:28:05,,
VIEW,5334004,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Acarregui 8.12kW SolarEdge Preliminary Estimate .pdf,,1,5,12-May-2017,3:43:56,,
VIEW,5334004,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Acarregui 8.12kW SolarEdge Preliminary Estimate .pdf,,1,5,12-May-2017,2:01:39,,
VIEW,5334004,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Oregon renewable energy tax credit,,1,10,12-May-2017,2:01:22,,
VIEW,5334004,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Federal energy tax credit,,1,15,12-May-2017,2:00:54,,
VIEW,5334004,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Choosing a contractor,,1,20,11-May-2017,23:49:19,,
VIEW,5334004,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Solar net metering schedule,,1,5,11-May-2017,23:47:43,,
VIEW,5334004,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Solar Financing Via Umpqua Bank,,1,65,11-May-2017,23:00:55,,
VIEW,5334004,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Acarregui 8.12kW SolarEdge Preliminary Estimate .pdf,,1,5,11-May-2017,22:51:22,,
VIEW,5334004,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Energy Trust funding status for Pacific Power customers,,1,5,11-May-2017,22:50:58,,
VIEW,5334004,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Solar Financing Via Umpqua Bank,,1,5,11-May-2017,22:50:49,,
VIEW,4098404,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,25,11-May-2017,22:05:47,,
SHARE,5346998,2834196,,WEB,,,,11-May-2017,22:04:15,Welcome the sun into your home Tara McKenna,WEB,1,225,11-May-2017,22:04:15,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"McKenna, Tara Prelim Roof Layout.png",,1,10,11-May-2017,22:03:48,,
SHARE,5299002,2834196,,WEB,,,,29-Apr-2017,3:08:53,Solar Blueprint Daniel and Nita Belles,WEB,1,755,11-May-2017,21:51:00,,
VIEW,4098404,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Off-Grid Considerations,,1,5,11-May-2017,21:50:43,,
VIEW,4098404,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Before you go off-grid,,1,5,11-May-2017,21:50:32,,
VIEW,4098404,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Off-Grid Feasibility,,1,10,11-May-2017,21:50:19,,
VIEW,4098404,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Analyzing your electrical loads,,1,15,11-May-2017,21:49:46,,
VIEW,5299002,,WINDOWS_10,WINDOWS_10,IE11,,,,,"Belles, Daniel 10.62KW with SW 295 watt panels Bid Proposal.pdf",,1,50,11-May-2017,21:49:45,,
SHARE,5346885,2834196,,WEB,,,,11-May-2017,21:49:34,Welcome the sun into your home Barb Thompson,WEB,1,125,11-May-2017,21:49:34,,
VIEW,5299002,,WINDOWS_10,WINDOWS_10,IE11,,,,,"Belles, Daniel 10.44KW with REC Panels Bid Proposal.pdf",,1,85,11-May-2017,21:48:03,,
VIEW,5299002,,WINDOWS_10,WINDOWS_10,IE11,,,,,"Belles, Daniel 10.44KW with REC Panels and SolarEdge Bid Proposal.pdf",,1,40,11-May-2017,21:44:06,,
VIEW,4098404,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Hofer, Len 4.72KW Preliminary Bid Proposal.pdf",,1,50,11-May-2017,21:43:18,,
VIEW,4093679,,MAC_OS_X,MAC_OS_X,CHROME,,,,,Kunkler 5.6kW Preliminary Estimate..pdf,,1,5,10-May-2017,11:41:25,,
SHARE,5289812,2834196,,WEB,,,,27-Apr-2017,1:09:42,Solar Blueprint Ken Moore,WEB,1,115,10-May-2017,7:41:00,,
VIEW,5289812,,WINDOWS_81,WINDOWS_81,CHROME,,,,,"Moore, Ken 12.18KW with REC panels and SolarEdge Bid Proposal.pdf",,1,85,10-May-2017,7:30:07,,
VIEW,5335291,,WINDOWS_7,WINDOWS_7,CHROME,,,,,"Einstein, Brenda 5.04KW Preliminary Bid Proposal.pdf",,1,15,10-May-2017,6:49:08,,
VIEW,4093679,,MAC_OS_X,MAC_OS_X,CHROME,,,,,Kunkler 5.6kW Preliminary Estimate..pdf,,1,80,10-May-2017,6:42:16,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Wells, Jim 8.26KW Preliminary Bid Proposal.pdf",,1,25,9-May-2017,22:09:28,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Frilot, Joe Prelim Roof Layout.png",,1,5,9-May-2017,22:02:00,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Frilot, Joe Prelim Roof Layout.png",,1,185,9-May-2017,21:47:43,,
VIEW,4920262,,WINDOWS_7,WINDOWS_7,IE11,,,,,Oregon renewable energy tax credit,,1,15,9-May-2017,21:11:39,,
VIEW,4920262,,WINDOWS_7,WINDOWS_7,IE11,,,,,"Frilot, Joe 5.04KW Preliminary Bid Proposal.pdf",,1,45,9-May-2017,21:09:52,,
VIEW,4093679,,MAC_OS_X,MAC_OS_X,CHROME,,,,,Kunkler 5.6kW Preliminary Estimate..pdf,,1,125,9-May-2017,20:45:35,,
VIEW,5335291,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Choosing a contractor,,1,5,9-May-2017,17:05:06,,
VIEW,5335291,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Federal energy tax credit,,1,10,9-May-2017,17:04:55,,
VIEW,5335291,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Oregon renewable energy tax credit,,1,5,9-May-2017,17:04:49,,
VIEW,5335291,,WINDOWS_7,WINDOWS_7,CHROME,,,,,"Einstein, Brenda 5.04KW Preliminary Bid Proposal.pdf",,1,175,9-May-2017,17:02:38,,
VIEW,5335291,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Central Electric Co-op Net Metering,,1,25,9-May-2017,17:00:50,,
VIEW,5335291,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Central Electric Co-op Net Metering,,1,40,9-May-2017,16:54:45,,
VIEW,3913947,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Havice, Kevin 6.72KW REC Panels Bid Proposal.pdf",,1,10,9-May-2017,8:56:54,,
VIEW,4093679,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Kunkler 10.08kW Preliminary Estimate.pdf,,1,5,9-May-2017,8:28:53,,
VIEW,5335291,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Central Electric Co-op Net Metering,,1,120,9-May-2017,7:05:58,,
VIEW,5335291,,WINDOWS_7,WINDOWS_7,CHROME,,,,,"Einstein, Brenda Prelim Roof Layout.png",,1,5,9-May-2017,7:05:45,,
VIEW,5335291,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Why install solar,,1,5,9-May-2017,7:05:36,,
VIEW,5335291,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Your solar interest - form,,1,5,9-May-2017,7:05:25,,
VIEW,5335291,,WINDOWS_7,WINDOWS_7,CHROME,,,,,Read what our customers have to say,,1,10,9-May-2017,7:05:12,,
VIEW,5335291,,WINDOWS_7,WINDOWS_7,CHROME,,,,,What you can expect,,1,10,9-May-2017,7:04:59,,
VIEW,5335291,,WINDOWS_7,WINDOWS_7,CHROME,,,,,"Einstein, Brenda 5.04KW Preliminary Bid Proposal.pdf",,1,130,9-May-2017,7:02:06,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Wismer, Nathan 6.96KW Preliminary Estimate.pdf",,1,40,9-May-2017,6:37:24,,
SHARE,5335291,2834196,,WEB,,,,9-May-2017,6:30:11,Get the Power Brenda Einstein,WEB,1,560,9-May-2017,6:30:11,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,10.8kW Preliminary Estimate,,1,15,9-May-2017,5:58:26,,
VIEW,3913947,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Havice, Kevin 6.72KW REC Panels Bid Proposal.pdf",,1,20,9-May-2017,5:41:42,,
SHARE,5334004,2622013,,WEB,,,,9-May-2017,3:24:07,Get the Power - Scott Acarregui,WEB,1,135,9-May-2017,3:24:07,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Request your site assessment,,1,5,9-May-2017,3:22:49,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Acarregui 8.12kW SolarEdge Preliminary Estimate .pdf,,1,5,9-May-2017,3:22:26,,
VIEW,4093679,,MAC_OS_X_IPHONE,MAC_OS_X_IPHONE,MOBILE_SAFARI,,,,,Kunkler 10.08kW Preliminary Estimate.pdf,,1,75,9-May-2017,2:52:56,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,"Wismer, Nathan 6.96KW Preliminary Estimate.pdf",,1,20,9-May-2017,2:23:54,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Request your Appointment,,1,45,9-May-2017,2:00:03,,
VIEW,2622013,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Request your Appointment,,1,60,9-May-2017,1:58:44,,
VIEW,5326891,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Oregon renewable energy tax credit,,1,10,8-May-2017,21:54:10,,
VIEW,5326891,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Energy Trust funding status for Pacific Power customers,,1,10,8-May-2017,21:53:56,,
VIEW,5326891,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Pacific Power Net Metering,,1,10,8-May-2017,21:53:45,,
VIEW,5326891,,WINDOWS_10,WINDOWS_10,CHROME,,,,,"Garland, Susan 4.48KW Preliminary Bid Proposal.pdf",,1,45,8-May-2017,21:52:57,,
VIEW,5326891,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Your solar interest - form,,1,45,8-May-2017,21:52:08,,
VIEW,5326891,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Upload Utility Bill,,1,35,8-May-2017,21:51:39,,
VIEW,5326891,,WINDOWS_10,WINDOWS_10,CHROME,,,,,Solar net metering schedule,,1,10,8-May-2017,21:50:28,,
VIEW,2834196,,MAC_OS_X,MAC_OS_X,SAFARI,,,,,Your home with solar,,1,5,8-May-2017,21:50:14,,
